Year,Make,Model,Trim,Body,Transmission,Vin,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2013,Jeep,Wrangler,Unlimited Sport,SUV,Automatic,1c4hjwdg9dl604791,CA,43,41997,Black,Black,Avis Corporation,24200,25250,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,Automatic,kndpbca25d7406217,CA,25,40331,Gray,Gray,Avis Rac/San Leandro,15050,15200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap5dc259084,CA,36,40425,White,White,Merchants Leasing,13200,12500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,Automatic,5xxgm4a70dg226694,CA,48,8177,Silver,Gray,Kia Motors Finance,14450,15300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Limited,SUV,Automatic,1c4rjebg1dc636460,CA,43,39566,Black,Black,Avis Corporation,25200,26750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,Automatic,wddgj4hbxdg003743,CA,37,18960,Black,Beige,Mercedes-Benz Financial Services,25300,22750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,Automatic,knagm4ad1d5055882,CA,41,21258,White,Beige,Kia Motors America Inc,15900,16400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Forte,LX,Sedan,Automatic,knaft4a26d5682378,CA,2,81410,Black,Gray,Kia Motors Finance,6775,2700,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,Automatic,knagm4ad0d5057798,CA,44,20984,White,Black,Kia Motors America Inc,15900,16500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,Automatic,5xxgm4a7xdg238335,CA,33,26360,Brown,Beige,Gm Financial,13450,13300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,NULL,5xxgm4a7xdg239856,CA,38,17689,Purple,Gray,Kia Motors Finance,13900,14800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6arxdm750005,CA,38,46548,Gray,Gray,Nissan Infiniti Lt,20700,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap6dm712706,CA,45,35450,Gray,Black,Nissan Infiniti Lt,21400,23000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport BlueTEC,Sedan,Automatic,wddhf2eb5da710377,CA,47,28463,NULL,Black,Mercedes-Benz Financial Services,36900,36250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng7db9da492877,CA,36,24168,Black,Black,Mercedes-Benz Financial Services,55300,56250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,SUV,Automatic,2lmdj8jk9dbl34528,CA,43,39459,Burgundy,Tan,Avis Rac/San Leandro,24700,24500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,Automatic,salvn2bg2dh730098,CA,NULL,25808,White,Tan,Jpmorgan Chase Bank N.A.,31700,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,Automatic,jm1cw2bl6d0159321,CA,45,7787,White,Beige,Tycon Enterprises,14200,14000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,lincoln,mkt,awd v6,NULL,Automatic,2lmhj5nk1dbl52290,CA,41,74874,Black,Black,Remarketing By Ge/Manheim Southern California,19300,17750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Manual,jn1cv6ap1dm300564,CA,43,13149,Black,Black,Nissan Infiniti Lt,27100,28250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,Automatic,jthbe1bl4d5013929,CA,35,21189,Silver,Black,Lexus Financial Services,34200,31900,Wed Jan 21 2015 05:00:00 GMT-0800 (PST)
2013,Jaguar,XF,Base,Sedan,Automatic,sajwa0es1dps79829,CA,42,10067,Black,Tan,Jaguar North America Llc,33700,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb0dr255362,CA,43,23615,White,Black,Hoehn Motors Inc,22600,22250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Soul,+,Wagon,Automatic,kndjt2a68d7570612,CA,3,39476,Black,Black,Dollar Thrifty Damage Liquidation,11400,6000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,Automatic,knagm4a75d5442817,CA,42,13929,White,Beige,Kia Motors Finance,14150,14300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap0dc283888,CA,4,39159,Silver,Black,Enterprise Vehicle Exchange/Orange,12800,13500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap8dn508594,CA,4,37182,Gray,Black,Avis Corporation,12900,13300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,Automatic,wddgj4hb6df988399,CA,41,19780,Black,Black,Mercedes-Benz Financial Services,25300,23750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Kia,Optima,EX Hybrid,Sedan,Automatic,knagm4ad8d5056639,CA,43,21642,White,Black,Kia Motors America Inc,15900,16600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,Automatic,4jgdf7ce3da182451,CA,42,26853,Gray,Black,Mercedes-Benz Usa,46200,48000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,Automatic,jm1cw2bl4d0152478,CA,35,36898,Gray,Tan,Avis Corporation,12400,13100,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Kia,Sportage,LX,SUV,Automatic,kndpb3a28d7450308,CA,46,32685,Blue,Black,Kia Motors America Inc,14000,15250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,Automatic,4jgdf7ce8da148599,CA,43,16584,Silver,Black,Mercedes-Benz Usa,47300,46750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Jaguar,XF,Base,Sedan,Automatic,sajwa0es4dps64029,CA,5,6891,Blue,Gray,Jaguar North America Llc,34100,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Rio,EX,Hatchback,Automatic,knadn5a33d6283020,CA,41,11342,Black,Black,Jpmorgan Chase Bank N.A.,10500,12000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,M-Class,ML350,SUV,Automatic,4jgda5jb8da218923,CA,5,6536,Silver,Black,Mercedes-Benz Finc Services Premier Program,40400,42750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper Countryman,Base,Wagon,Automatic,wmwzb3c52dwm07005,CA,39,41357,Silver,Black,Avis Rac/San Leandro,16300,16500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar2dm752900,CA,37,44723,Black,NULL,The Hertz Corporation,20900,20401,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Sorento,EX,SUV,Automatic,5xyku3a23dg334585,CA,33,71662,Black,Beige,Kia Of Cerritos,14050,14000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng7db8da497438,CA,35,38407,Black,Black,Us Bank,53300,54000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,Automatic,1n4al2ep3dc223558,CA,34,36975,Red,Black,Avis Rac/San Leandro,13000,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Sorento,LX,SUV,Automatic,5xykt4a22dg332853,CA,43,28790,Blue,Black,Kia Motors America Inc -Lemon Law Buybacks,16800,13500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5 S,Coupe,Automatic,1n4al2ep6dc191432,CA,35,38530,White,Black,Avis Corporation,13200,13600,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,M-Class,ML350,SUV,NULL,4jgda5jb6da160181,CA,NULL,32532,NULL,NULL,Trade In Solutions Irvine,36100,34500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,Automatic,salvp1bg7dh775994,CA,46,9214,White,Black,High Bid Trading Co Inc,37400,39000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Forte,LX,Sedan,Automatic,knaft4a2xd5718881,CA,37,39081,White,Beige,Kia Motors Finance,8075,8500,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,LX,Sedan,Automatic,5xxgm4a7xdg214617,CA,37,35707,Silver,Gray,Enterprise Veh Exchange/Rental,12900,13300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng7db4da498361,CA,42,38691,Black,Black,Mercedes-Benz Financial Services,47900,48000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap8dc187703,CA,4,38666,Silver,Black,Avis Rac/San Leandro,12850,13300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Jeep,Wrangler,Unlimited Sport,SUV,Automatic,1c4hjwdg3dl620646,CA,37,42482,Black,Black,Avis Corporation,24200,25000,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Premium,SUV,Automatic,salvr2bg6dh755364,CA,5,5403,Gray,Black,Land Rover North America Llc,38600,30500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,CX-9,Touring,SUV,Automatic,jm3tb2ca2d0403904,CA,45,40884,Black,Black,Avis Corporation,18800,19600,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Mazda,Mazda2,Touring,Hatchback,Automatic,jm1de1lz8d0163875,CA,NULL,37317,White,Black,Hertz/Tra,8625,2600,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng7db5da496778,CA,41,33776,Black,Black,Mercedes-Benz Financial Services,49500,46500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap6dn518833,CA,37,43262,Black,Tan,Avis Corporation,12750,13400,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar7dm351570,CA,29,42887,Black,Black,The Hertz Corporation,21300,19900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar5dm350059,CA,43,40101,Blue,Black,Nissan Infiniti Lt,21600,20250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,Automatic,jn1by1ap5dm514530,CA,42,6787,Silver,Black,Nissan North America Inc.,34600,33500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,Automatic,wddgj4hbxdf967359,CA,41,16486,NULL,Black,Mercedes-Benz Financial Services,25600,23500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Sport,Sedan,Automatic,jm1bl1up7d1731716,CA,38,39573,Blue,Black,Avis Corporation,10650,11800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3dm720746,CA,24,42547,Black,Black,Nissan Infiniti Lt,20500,17250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,Automatic,5xxgr4a6xdg089207,CA,44,67229,White,Gray,Kia Motors Finance,18300,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250,Coupe,Automatic,wddgj4hb5df998504,CA,37,23783,Black,Tan,Mercedes-Benz Financial Services,24900,22500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,Automatic,2t2bk1ba8dc191589,CA,46,21932,Burgundy,Black,Desert Auto Trade,36200,37750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap8dc261914,CA,35,45568,Black,Black,Merchants Leasing,12550,12000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb2dr241947,CA,43,22984,White,Black,Mercedes-Benz Financial Services,22800,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Touring,Minivan,Automatic,jm1cw2cl5d0150799,CA,39,37664,Gray,Black,Avis Rac/San Leandro,11750,13000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Mitsubishi,Lancer,Ralliart,Sedan,Automatic,ja32v6fv9du003475,CA,36,27059,Blue,Black,Tycon Enterprises,19600,18900,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,Manual,jn1cv6ek1dm920250,CA,35,19058,Black,Black,Nissan Infiniti Lt,27300,28750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper Clubman,Base,Hatchback,Automatic,wmwzf3c50dt489905,CA,38,36764,White,Black,Avis Rac/San Leandro,13500,14000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,Automatic,wddng7db5da525549,CA,44,10862,Black,Black,Fratelli Investment Group,57200,57250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Mazda,Mazda5,Sport,Minivan,Automatic,jm1cw2bl0d0149559,CA,44,14818,Black,Black,Jpmorgan Chase Bank N.A.,13850,15000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb8dr256694,CA,43,23941,Black,Gray,Hoehn Motors Inc,22600,21750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,Automatic,5xxgr4a61dg178423,CA,36,11238,Gray,Black,Kia Motors Finance,22400,23000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3apxdc256245,CA,38,38444,Gray,Black,Avis Rac/San Leandro,12850,13500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,Automatic,jn1by1ap2dm514632,CA,43,9810,Silver,Black,Nissan North America Inc.,34600,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap3dc208697,CA,41,21968,White,Beige,Nissan Dealer Blend/Ross Nissan Of El Monte,13650,13750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Coupe,Automatic,wddgj7hb6dg060457,CA,25,10972,NULL,Black,Mercedes-Benz Usa,46700,36500,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,Automatic,knafu4a20d5658140,CA,37,33980,Gray,Gray,Kia Motors Finance,10200,10400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Kia,Rio,LX,Sedan,Automatic,knadm4a31d6173631,CA,3,37213,Red,Gray,Enterprise Veh Exchange/Rental,8725,9500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar0dm754449,CA,33,38131,NULL,Black,The Hertz Corporation,21600,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,Automatic,5xxgr4a61dg171696,CA,23,38247,Red,Black,Kia Motors Finance,19850,17000,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,Automatic,salsh2e49da763586,CA,37,26757,Black,Gray,Jpmorgan Chase Bank N.A.,61000,60000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,ES 350,Base,Sedan,Automatic,jthbk1gg3d2061489,CA,36,20880,Gray,Beige,Enterprise Vehicle Exchange/Orange,29400,29300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,Automatic,wddhf5kb1da703044,CA,47,31064,Gray,Black,Mercedes-Benz Financial Services,31000,30750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350,Coupe,Automatic,wddkj5kb4df191416,CA,45,19538,White,Gray,Mercedes-Benz Financial Services,33200,32250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,Automatic,jthbe1bl4d5001280,CA,38,42813,Black,Gray,Ubs Wholesale,31900,31000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,M,M37,Sedan,Automatic,jn1by1ap6dm514665,CA,45,8691,Black,Black,Nissan North America Inc.,34800,33500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,Automatic,5xxgr4a64dg097254,CA,36,30333,Black,Black,Kia Motors Finance,20600,19900,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2013,Mitsubishi,Outlander,SE,SUV,Automatic,ja4jt3aw4du020776,CA,41,40498,Brown,Black,Avis Corporation,14200,14600,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Mitsubishi,Lancer,ES,Sedan,Automatic,ja32u2fu2du019813,CA,28,38311,Red,Black,Avis Corporation,9900,10100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6arxdm752904,CA,3,59042,NULL,Black,The Hertz Corporation,19300,18801,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,Automatic,wddhf5kb6da718574,CA,47,10616,White,Black,Mercedes-Benz Financial Services,34700,34750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap8dm716708,CA,44,32635,Black,Black,Nissan Infiniti Lt,21700,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,Automatic,jthbe1bl4d5006057,CA,46,22672,Gold,Brown,Lexus Financial Services,34500,34500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,C-Class,C63 AMG,Sedan,Automatic,wddgf7hb8da872198,CA,39,22514,Silver,NULL,Mercedes-Benz Finc Wholesale Advantage,43600,42750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,MINI,Cooper,Base,Hatchback,Automatic,wmwsu3c58dt546181,CA,39,42973,Red,Black,Avis Rac/San Leandro,12400,12500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Volkswagen,Passat,SE PZEV,Sedan,Automatic,1vwbp7a36dc103091,CA,1,22907,White,Black,Vw Credit,14450,8000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap5dn426516,CA,4,24498,NULL,Black,Nissan-Infiniti Lt,14350,14500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee5dp216754,CA,1,34915,Black,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11400,9200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Volvo,XC60,3.2,SUV,Automatic,yv4940dl7d2432124,CA,43,34933,White,Black,Avis Corporation,21200,22900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,Automatic,5tdkk3dc4ds344460,CA,35,49188,Gray,Tan,The Hertz Corporation,17150,18000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Juke,S,Hatchback,Automatic,jn8af5mv4dt218618,CA,43,38134,Gray,Black,Enterprise Veh Exchange/Rental,13750,14400,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2013,Toyota,Yaris,L,Hatchback,Automatic,jtdktud33dd552876,CA,2,28412,White,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,9775,7800,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Sentra,SR,Sedan,NULL,3n1ab7ap2dl644629,CA,15,73267,Silver,Black,Bmw Alphera/Alphera Financial Services,10600,9100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,Automatic,jn8as5mt6dw521005,CA,NULL,36802,Silver,Black,Santander Consumer,13600,2800,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,NV,1500 S,Van,Automatic,1n6bf0km4dn103306,CA,1,47268,White,Gray,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,14850,14000,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,Automatic,2t1bu4ee4dc089995,CA,47,19836,Orange,Black,Consolidated Asset Recovery Systems Inc.,13500,14100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee9dp201867,CA,NULL,30464,White,Gray,Hertz/Tra,11650,4500,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,Automatic,wvwbp7an8de537909,CA,33,37628,Black,Black,Avis Rac/San Leandro,14950,17100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Leaf,SL,Hatchback,Automatic,1n4az0cp7dc403583,CA,4,21826,NULL,Black,Nissan-Infiniti Lt,13100,15250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Volvo,XC60,3.2,SUV,Automatic,yv4952dl6d2413654,CA,39,39860,Blue,Black,Avis Corporation,20400,20600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,Automatic,4t4bf1fk5dr275482,CA,38,38882,Red,Beige,Avis Corporation,13200,13500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Toyota,Camry,XLE,Sedan,Automatic,4t1bk1fk0du529833,CA,5,2575,Black,Gray,The Car Exchange,21800,22000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Tacoma,PreRunner,Double Cab,Automatic,5tfjx4gn8dx015982,CA,28,32198,Blue,Gray,Manheim San Diego,21200,20500,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,Automatic,5yfbu4ee3dp081760,CA,NULL,33754,Silver,NULL,D Auto Man,12650,11000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj7dm408489,CA,44,38680,White,Black,Avis Rac/San Leandro,10900,11800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,Base,Sedan,Manual,jf1gv7e63dg034961,CA,42,9419,Blue,Black,Gossler Motors,22600,23750,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2013,Nissan,Altima,3.5 SL,Sedan,Automatic,1n4bl3ap4dc907342,CA,44,10929,Black,Black,Nissan Motor Acceptance Corporation,17250,20250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,FJ Cruiser,Base,SUV,Automatic,jtezu4bf8dk013024,CA,37,36431,Black,Black,Avis Rac/San Leandro,25200,24200,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Nissan,Versa,1.6 S Plus,Sedan,NULL,3n1cn7ap3dl881422,CA,2,34469,White,Black,Hertz/Tra,9750,4000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Subaru,Impreza WRX,Base,Sedan,Manual,jf1gv7e65dg022651,CA,25,27196,Blue,Black,Us Bank,21800,21000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Corolla,LE,Sedan,Automatic,5yfbu4ee7dp143368,CA,1,48744,NULL,Gray,Fox Rent A Car Tra,10600,9500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,Automatic,3vwfp7at2dm654781,CA,44,37320,White,Black,Avis Rac/San Leandro,11400,11400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,NULL,jn8as5mt2dw525715,CA,41,40924,NULL,Black,Nissan Motor Acceptance Corporation,13200,13000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,Avalon,XLE,Sedan,Automatic,4t1bk1eb6du040855,CA,33,36159,Silver,Silver,Toyota Financial Services/Avis Budget Group-Open,18850,19500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Scion,FR-S,Base,Coupe,Automatic,jf1znaa14d2706815,CA,24,46283,Red,Black,Stream Llc Dba Stream Remarketing Solutions,15800,10600,Tue Dec 23 2014 13:30:00 GMT-0800 (PST)
2013,Nissan,NV200,S,Minivan,Automatic,3n6cm0kn8dk691932,CA,4,9531,White,Gray,Nissan Dealer Blend/Ross Nissan Of El Monte,14550,16000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap7dc157978,CA,38,26637,NULL,Black,Nissan-Infiniti Lt,14150,14600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,Automatic,2t3bfrev6dw025809,CA,NULL,54735,Gray,Gray,Hertz/Tra,16800,7000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,Automatic,1vwap7a33dc063127,CA,1,27525,Burgundy,Black,American Car Finance Inc,11650,4900,Wed Jan 07 2015 11:00:00 GMT-0800 (PST)
2013,Nissan,Rogue,S,SUV,Automatic,jn8as5mv6dw607187,CA,21,67280,Gray,Black,The Hertz Corporation,12600,11000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
